,C1 response mean,C2 response mean,C3 response mean,C4 response mean,C5 response mean,C6 response mean,C7 response mean,C8 response mean,E1 response mean,E2 response mean,E3 response mean,E4 response mean,H1 response mean,H2 response mean,H3 response mean,H4 response mean,H5 response mean
0,0.9705882352941176,0.09742647058823528,-0.04601518026565467,-0.014447884416924664,-0.016624040920716118,0.05363321799307958,0.35294117647058826,0.2107843137254902,0.06197478991596637,-0.07230392156862744,0.025210084033613436,-0.07849761526232114,-0.38602941176470584,-0.024604072398190045,0.004551820728291321,-0.02668845315904139,-0.07475490196078431
1,0.10294117647058824,-0.06677265500794913,0.6470588235294118,-0.1,0.00038699690402477737,-0.031156530408773666,-0.09863701578192252,-0.006936736958934516,-0.21764705882352942,-0.01593137254901962,-0.8529411764705882,-0.20588235294117646,-0.020556609740670466,-0.05564387917329093,0.03361344537815125,-0.08823529411764706,-0.1323529411764706
2,-0.05429864253393665,-0.02420343137254902,-0.23529411764705882,0.014705882352941176,-0.0857843137254902,-0.203125,0.1323529411764706,-0.09728506787330317,-0.035675381263616544,-0.04111644657863144,-0.7941176470588235,-0.1323529411764706,,0.010504201680672268,-0.08088235294117647,-0.1323529411764706,-0.014705882352941176
3,,-0.15073529411764705,,0.5539215686274509,,0.14411764705882354,,0.03676470588235294,,,0.8970588235294118,0.9411764705882353,,-0.19117647058823528,,-0.6323529411764706,-0.38235294117647056
4,,,,-0.12286527514231499,,,,,,,-0.1323529411764706,0.014705882352941176,,,,0.9411764705882353,0.14705882352941177
5,,,,,,,,,,,-0.5147058823529411,-0.17647058823529413,,,,-0.6323529411764706,-0.014705882352941176
6,,,,,,,,,,,-0.7941176470588235,0.0,,,,-0.7941176470588235,0.029411764705882353
7,,,,,,,,,,,-0.6323529411764706,-0.5588235294117647,,,,0.058823529411764705,0.0
8,,,,,,,,,,,0.08823529411764706,0.8970588235294118,,,,-0.014705882352941176,0.17647058823529413
9,,,,,,,,,,,0.058823529411764705,0.3235294117647059,,,,0.9705882352941176,0.8970588235294118
10,,,,,,,,,,,0.22058823529411764,0.9117647058823529,,,,-0.5147058823529411,-0.04411764705882353
11,,,,,,,,,,,-0.08823529411764706,-0.11764705882352941,,,,0.04411764705882353,-0.058823529411764705
12,,,,,,,,,,,0.0,-0.058823529411764705,,,,0.058823529411764705,-0.2647058823529412
13,,,,,,,,,,,-0.20588235294117646,-0.5147058823529411,,,,0.014705882352941176,0.07352941176470588
14,,,,,,,,,,,-0.3382352941176471,0.3602941176470588,,,,-0.014705882352941176,0.3235294117647059
15,,,,,,,,,,,0.29411764705882354,1.0,,,,-0.20588235294117646,0.45588235294117646
16,,,,,,,,,,,-0.6176470588235294,-0.29411764705882354,,,,-0.3382352941176471,0.9117647058823529
17,,,,,,,,,,,-0.014705882352941176,0.058823529411764705,,,,-0.39705882352941174,-0.04411764705882353
18,,,,,,,,,,,0.029411764705882353,0.0,,,,0.0,0.058823529411764705
19,,,,,,,,,,,-0.19117647058823528,-0.1323529411764706,,,,0.22058823529411764,0.058823529411764705
20,,,,,,,,,,,0.04411764705882353,-0.2647058823529412,,,,-0.058823529411764705,0.0
21,,,,,,,,,,,0.058823529411764705,0.029411764705882353,,,,-0.20588235294117646,0.014705882352941176
